Date,Open,High,Low,Close,Volume
2024-04-15,139.86132051745926,140.91710089983115,138.9186681947508,139.1260528564453,8502300
2024-04-16,136.69397478948068,137.8628685626157,135.16688300204203,136.1660919189453,12774900
2024-04-17,136.68457943260324,137.07107031619805,135.30830078671556,136.4677734375,9378100
2024-04-18,136.66573139244937,137.43871321072814,134.92183320432255,137.3821563720703,9887700
2024-04-19,137.7686266191553,139.6350885122052,136.2509558548223,139.42770385742188,9750800
2024-04-22,139.9932950907267,141.65237242959466,138.85269380398827,140.5683135986328,10118700
2024-04-23,141.26586128492582,141.85973678220157,139.7010551584816,140.98306274414062,10110400
2024-04-24,139.64451217174434,140.44577238611922,138.43791836958567,140.01214599609375,9756300
2024-04-25,140.80395920263672,141.0019225000743,137.9383027479979,138.40020751953125,7642700
2024-04-26,138.28708401534396,138.7395530738445,137.58009481855413,137.7592010498047,6183000
2024-04-29,137.75919652263332,138.77726265860187,137.61780444141473,138.40020751953125,6149600
2024-04-30,138.45676207362777,138.45676207362777,136.2415236127792,136.29808044433594,8817700
2024-05-01,140.2101029119135,143.14175202801863,139.15432259539804,142.51016235351562,14470900
2024-05-02,143.32083630400368,143.59421350098427,140.5871506365856,141.32241821289062,8459800
2024-05-03,141.29414131431378,141.29414131431378,139.3428586897004,140.70970153808594,6532700
2024-05-06,141.27531092437323,141.44499583632233,139.4277202708287,140.05929565429688,5042800
2024-05-07,140.81340764310204,141.14332732364093,139.9367335092064,140.19125366210938,7333500
2024-05-08,140.56829969444763,141.14331814547634,140.17238747330634,140.40805053710938,7735100
2024-05-09,140.43632200658385,141.49210226112902,140.35148675990726,141.25643920898438,6546200
2024-05-10,141.39783879121813,141.48267404239718,140.63429276314267,141.31300354003906,5710600
2024-05-13,141.43554488557442,143.2831497240159,141.12448228398986,142.54788208007812,5628500
2024-05-14,143.1417476523641,143.48110303234685,142.0576889517682,142.69869995117188,8254200
2024-05-15,143.11350318584365,144.17869068324836,142.62331987986764,143.9147491455078,5548000
2024-05-16,144.22579457365492,145.52665928436835,143.59421929078542,145.43238830566406,7591000
2024-05-17,145.97912842069556,145.97912842069556,144.89508408364105,145.77174377441406,6521800
2024-05-20,145.48666509768884,145.76223762818017,143.73815340422095,143.74766540527344,7742300
2024-05-21,144.23228724361329,145.00200526625997,143.29151271593375,143.71914672851562,5492400
2024-05-22,143.33904810524348,146.41793510153835,142.84491702559305,145.8667755126953,6609800
2024-05-23,145.15408581861163,145.23960684089337,141.95167298425133,142.25575256347656,8000400
2024-05-24,142.09419340705284,142.36026844901062,139.461935491968,139.6614990234375,9520600
2024-05-28,139.49043154659668,139.49043154659668,136.98171384792505,137.20028686523438,10499800
2024-05-29,136.66812968528495,138.18855622628357,136.56359918246625,137.25729370117188,8263800
2024-05-30,137.4283436800939,138.36911826005073,136.8581891316362,138.05552673339844,8490300
2024-05-31,138.33111322378193,140.1461218710464,137.97000519448267,139.37640380859375,14621200
2024-06-03,139.92758039963485,141.49552371786388,139.47145380705962,140.39321899414062,7329200
2024-06-04,140.14613178389556,140.93485940367907,138.9202870977274,140.45022583007812,8876400
2024-06-05,140.61177172413738,140.6307812272095,138.59719939856421,138.7112274169922,5891300
2024-06-06,138.26459112603757,139.6899992819761,137.46636603871238,139.1388397216797,5016300
2024-06-07,139.38588897252856,140.92533946118064,139.06279997491018,139.76600646972656,5111600
2024-06-10,139.2433685422041,140.2221476373959,138.3596224562548,139.81353759765625,5749900
2024-06-11,139.50944582667958,139.84204686441157,138.20757767898886,139.46192932128906,5661200
2024-06-12,139.74700496782654,139.8895544749341,137.58038585979827,138.17906188964844,6180500
2024-06-13,137.85599322069157,138.73973939519382,136.72516699740152,138.2170867919922,6840400
2024-06-14,137.92250921727728,138.71123689865664,137.29532607304745,138.3026123046875,4075300
2024-06-17,137.8084688417842,139.1483415298389,137.54239380443985,138.6922149658203,6666600
2024-06-18,138.70171626960283,139.11032629543774,138.03651422754453,138.40711975097656,6156600
2024-06-20,138.0460355667466,140.71629791621663,137.79895553441006,140.43121337890625,8749700
2024-06-21,140.5357317721205,141.66655782258937,140.04158625006676,141.35296630859375,15172300
2024-06-24,141.59053132349536,142.27472833955522,140.8018038049819,141.70455932617188,6914700
2024-06-25,141.76159198566108,141.78060148860925,139.63299165553863,139.8705596923828,5912500
