Date,Open,High,Low,Close,Volume
2024-04-15,55.30475549048724,55.49347743515693,54.76690028790022,54.86125946044922,12425000
2024-04-16,54.965050448811674,55.087720238809155,54.66309681156502,54.7857666015625,11236800
2024-04-17,54.99335922489964,55.2575713655645,54.82350984860488,55.21038818359375,13805100
2024-04-18,55.31418678051702,55.653885541433496,55.238700166741964,55.587833404541016,11125900
2024-04-19,55.767113408873136,56.9560589899353,55.67275424828082,56.776771545410156,21207900
2024-04-22,56.74847091234041,57.21083949031976,56.35215807370523,57.13534927368164,15624500
2024-04-23,57.11647481957016,57.25801717127247,56.73903454764988,57.220272064208984,13689100
2024-04-24,56.91831401867386,58.173311734993106,56.46538356754571,58.078948974609375,19548300
2024-04-25,58.38090594223995,59.06030345751136,57.90910291209513,58.25823974609375,19048500
2024-04-26,58.07895229091298,58.437523601703056,57.89023035894076,58.25823974609375,10994300
2024-04-29,58.428085481939156,58.5507552775657,58.060079694630986,58.54132080078125,13409300
2024-04-30,58.6356818599414,59.28677236580355,58.00346750740047,58.28654861450195,19349200
2024-05-01,58.314856900653325,59.0414340375831,57.758129151555,58.43752670288086,16729800
2024-05-02,58.67342447865947,58.88101896152831,58.239366559544074,58.494140625,10991300
2024-05-03,58.494140429223954,58.81496662914229,58.16387615307694,58.66398620605469,11628700
2024-05-06,58.78665220772374,58.862142414397695,58.409211973067485,58.833831787109375,9310700
2024-05-07,59.22071587778585,59.27733353831764,58.73947836176599,59.0886116027832,9807000
2024-05-08,59.305641174316406,59.41887649653613,58.95650792973449,59.305641174316406,10484400
2024-05-09,59.26789790651031,59.588724110796086,59.211280247081724,59.33395004272461,9113700
2024-05-10,59.371690130287185,59.78687909036308,59.24902393714782,59.6925163269043,8371700
2024-05-13,59.673650107047294,60.03221782590021,59.61703244637874,59.994476318359375,10137600
2024-05-14,59.99447613806691,60.1643219204191,59.258460949873644,59.541542053222656,10852200
2024-05-15,59.50380259658926,59.815190741133684,59.44718493413952,59.569854736328125,9838900
2024-05-16,59.67365126230337,60.136016234880735,59.513236353756,59.74913787841797,10228000
2024-05-17,59.76800591971181,59.79631294867109,59.39056206892194,59.475486755371094,11539000
2024-05-20,59.38112635099935,59.456612959836356,58.93763037552896,59.04142761230469,11000900
2024-05-21,59.2773304099056,59.42830723045091,58.91875911127123,59.36225509643555,9796200
2024-05-22,59.17353128358613,59.466050438875556,59.12635170359008,59.44717788696289,7419400
2024-05-23,58.965941004772375,59.333946771842655,58.55075205766027,58.588497161865234,9834300
2024-05-24,58.711168851615156,58.89988717960753,58.47526734205331,58.50357437133789,8203100
2024-05-28,58.3054179463115,58.626244143183506,57.9374121674583,58.33372497558594,12347000
2024-05-29,58.0034681601418,58.39034651743426,57.62602428004455,58.220497131347656,11861800
2024-05-30,58.36203399752025,58.579066561272356,58.12613247998853,58.47526931762695,9433800
2024-05-31,58.49414180936657,59.47548938559056,58.21105710896948,59.38113021850586,19816600
2024-06-03,59.173535731433724,59.53210704558428,58.928199737270596,59.38113021850586,9369000
2024-06-04,59.63589727252915,60.36247429222314,59.39055770766049,60.334163665771484,11895600
2024-06-05,60.38135572618374,60.456842342160684,59.77744480051018,60.31529998779297,9632500
